0,4648,8,29.3399
1,2248,3,69.1267
2,3318,5,91.8326
3,1244,0,77.2643
4,2296,7,40.3218
5,1634,1,61.2691
6,809,5,87.2556
7,10965,7,62.7133
8,5838,1,97.1115
9,11486,4,78.0549
10,12498,2,83.7546
11,1213,7,64.4903
12,9535,7,72.0132
13,12715,6,96.7746
14,11500,5,42.972
15,5823,4,57.4409
16,7024,1,78.2641
17,13206,0,63.7737
18,10734,3,50.5806
19,12713,4,69.7094
20,14593,0,97.2139
21,9225,1,107.846
22,3736,5,40.8713
23,7568,7,51.1349
24,5707,7,57.2136
25,12262,2,69.7471
26,6102,1,83.0117
27,8294,7,94.8256
28,13283,1,92.924
29,10753,0,84.5944
30,3704,3,83.8713
31,7687,1,58.6967
32,3404,5,106.151
33,10383,8,53.5583
34,12025,4,65.9505
35,8329,9,51.9496
36,8174,6,97.2256
37,1164,3,78.5771
38,3508,5,64.5034
39,6808,0,31.6507
40,4388,3,71.9345
41,10414,5,81.365
42,6860,7,75.6826
43,9240,4,71.45
44,6660,1,59.7305
45,263,7,39.5526
46,3578,5,101.323
47,641,3,18.2578
48,1059,8,88.7974
49,11508,2,84.2777
50,12598,9,28.2049
51,8640,2,40.1035
52,10144,8,100.185
53,8397,2,78.2026
54,8333,7,43.3636
55,5500,1,69.3076
56,5396,0,48.2492
57,10836,0,44.7597
58,2486,9,79.0084
59,13978,8,63.075
60,7524,0,65.0507
61,13830,5,40.1344
62,10676,7,97.8173
63,2283,8,98.3805
64,8233,9,115.881
65,2382,7,61.2578
66,1907,1,98.6057
67,3883,3,73.9563
68,14766,3,35.4596
69,12630,8,49.9456
70,13068,4,56.3138
71,3700,3,94.5884
72,1300,8,54.0134
73,9060,7,23.0227
74,7199,5,73.9485
75,14979,4,73.8486
76,7270,6,78.479
77,1200,6,101.461
78,11325,9,90.4748
79,13155,2,94.2391
80,140,3,27.7269
81,11647,9,66.9565
82,12904,2,39.6227
83,13391,7,70.6827
84,12441,3,84.1866
85,10477,6,81.7082
86,9381,9,52.8702
87,3185,1,72.9584
88,9591,0,48.289
89,11589,1,76.912
90,1665,8,73.383
91,11669,0,87.959
92,11188,1,80.0429
93,1328,4,79.4577
94,14948,4,56.8693
95,12152,3,84.0966
96,248,5,103.836
97,6918,5,75.1066
98,4164,9,78.6803
99,10319,0,29.8967
100,2225,8,87.8567
101,1069,0,95.8112
102,8336,8,59.9496
103,3070,4,47.0087
104,468,7,86.3757
105,4376,8,31.0991
106,14922,4,88.6838
107,6940,8,45.5913
108,13684,1,62.2325
109,6384,0,67.2845
110,6220,8,52.7821
111,12008,4,60.3066
112,4346,2,57.1091
113,13784,7,69.5579
114,186,4,48.951
115,3944,5,42.435
116,5137,6,73.2374
117,14820,2,47.4145
118,8025,3,61.4056
119,4687,9,61.5845
120,4572,1,64.5371
121,12882,1,82.5763
122,337,4,58.4216
123,8393,2,97.3049
124,13126,8,54.6631
125,3161,2,71.6995
126,10083,1,76.0266
127,101,2,64.1844
128,2085,7,79.262
129,9589,3,81.5854
130,4729,1,42.7739
131,14443,0,44.922
132,3319,5,61.6823
133,1879,8,62.1756
134,14562,5,80.9643
135,8338,4,86.6386
136,14441,3,73.4054
137,13040,3,75.8799
138,4449,6,49.5079
139,5074,1,52.5997
140,261,5,45.1301
141,3080,8,92.3146
142,9128,8,64.3803
143,5885,6,61.9246
144,14771,5,59.6393
145,11594,6,68.6767
146,13557,1,65.7687
147,234,4,65.9688
148,8168,7,64.9274
149,6992,1,82.1524
150,9350,2,52.6103
151,7414,5,81.3233
152,3666,7,59.9876
153,7039,5,83.7873
154,5355,8,75.5356
155,11279,9,45.3481
156,7831,3,104.446
157,10297,9,50.9511
158,4479,2,84.5244
159,6904,9,42.5936
160,14499,9,60.3982
161,522,2,60.8752
162,4465,8,77.3608
163,11550,6,88.6384
164,2696,9,58.0633
165,14955,1,85.9226
166,6286,6,73.4293
167,12333,8,51.3043
168,10273,4,64.186
169,12571,7,38.2014
170,1471,6,47.9728
171,1323,1,39.8394
172,9298,5,66.3082
173,4029,2,67.2016
174,11868,7,91.9559
175,5381,9,50.1691
176,10098,3,91.3511
177,2047,7,50.0076
178,14888,0,76.074
179,10592,5,69.9867
180,3688,3,70.3913
181,5282,1,87.6689
182,4161,4,79.1196
183,631,0,71.2929
184,1325,1,62.8515
185,9911,8,68.3405
186,11552,1,60.445
187,10772,1,88.7021
188,3601,4,36.5246
189,4347,5,92.1704
190,14344,3,74.4553
191,13898,7,48.5036
192,7834,7,44.0535
193,14998,5,89.3729
194,3924,9,100.31
195,1263,7,52.329
196,13403,1,48.5657
197,4633,2,76.0856
198,11640,0,110.415
199,7880,9,71.3845
200,14152,5,45.1884
201,4959,8,65.8822
202,10705,7,93.4279
203,7029,7,109.91
204,6957,0,56.9386
205,1798,7,62.7243
206,7998,0,88.0719
207,5591,8,75.3548
208,10039,1,48.3983
209,4529,5,86.5026
210,2370,1,91.9733
211,3217,8,59.1149
212,8433,3,62.1944
213,12371,7,76.5959
214,6352,0,119.211
215,5833,1,42.6211
216,14182,7,70.2223
217,3204,9,62.4852
218,14022,2,42.9776
219,6502,7,47.6263
220,7247,8,60.2553
221,8481,6,85.3138
222,2067,1,80.0545
223,8230,1,121.795
224,8651,0,101.091
225,6038,0,51.5618
226,3403,6,62.4375
227,2519,6,115.707
228,7484,5,51.7315
229,6200,9,98.4972
230,11995,7,44.15
231,6791,2,45.5823
232,14710,8,67.9166
233,4315,1,66.0358
234,7953,7,62.4161
235,12326,8,63.2249
236,698,8,72.5681
237,12484,5,61.7303
238,8099,1,71.5233
239,10302,8,77.3624
240,5654,3,51.6383
241,5205,4,83.4424
242,2508,3,69.362
243,774,4,38.6886
244,13294,5,74.617
245,10231,4,102.912
246,472,8,18.8507
247,520,1,76.1623
248,14057,3,57.6752
249,5139,2,66.1491
250,8183,4,71.5718
251,13995,2,83.5525
252,9834,1,80.9332
253,14672,4,78.0966
254,6139,1,83.6947
255,9671,0,58.7511
256,7289,4,27.3568
257,11484,9,72.1201
258,752,9,70.7929
259,9182,4,26.2137
260,3927,2,60.3512
261,5096,3,43.6554
262,4662,1,66.0764
263,12245,8,62.0166
264,1607,2,43.1985
265,4817,1,51.336
266,12027,2,83.4074
267,8750,0,75.0387
268,14925,5,75.1525
269,8044,2,43.8013
270,14091,6,55.7978
271,7835,4,80.2407
272,12784,8,109.52
273,3026,8,81.5398
274,9347,6,87.2325
275,12398,3,70.1101
276,5411,7,77.7157
277,14420,8,45.7526
278,14789,2,56.9785
279,9389,5,100.374
280,11720,7,75.2504
281,12050,9,53.0707
282,12369,9,77.1711
283,10280,3,68.3494
284,5554,6,81.5401
285,5982,8,83.5095
286,11658,1,69.3893
287,6456,6,67.4164
288,12444,1,95.6668
289,12137,6,62.3089
290,6061,2,99.5034
291,1794,5,76.7999
292,6390,4,82.6014
293,4092,9,85.9845
294,14128,6,76.9966
295,6922,6,58.8338
296,11710,1,56.0468
297,13015,2,81.5757
298,4544,7,29.3664
299,6559,8,50.8945
300,8924,2,24.4405
301,5764,9,11.2065
